id,bgg_id,title,release_year,url,min_players,max_players,min_play_time,max_play_time,min_age,avg_rating,no_of_ratings,std_deviation,weight,overall_rank,own_count,categories,mechanics,created_at,updated_at
71,205059,Mansions of Madness: Second Edition,2016,https://cf.geekdo-images.com/LIooA9bTdjnE9qmhjL-UFw__small/img/kwaa7aI2sMeyWV5JSRKcKrS5hC8=/fit-in/200x150/filters:strip_icc()/pic3118622.jpg,1,5,120,180,14,7.92206,39455,1.50723,2.6994,71,64155,"Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures, Murder / Mystery, Mythology, Novel-based, Puzzle","Area Movement, Cooperative Game, Dice Rolling, Hand Management, Map Addition, Modular Board, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Stat Check Resolution, Traitor Game, Variable Player Powers",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
32,205637,Arkham Horror: The Card Game,2016,https://cf.geekdo-images.com/B5F5ulz0UivNgrI9Ky0euA__small/img/L8ouPl5jv2Ye9MC4R_Os2zSGigE=/fit-in/200x150/filters:strip_icc()/pic3122349.jpg,1,2,60,120,14,8.12527,46842,1.55552,3.5648,32,82071,"Adventure, Card Game, Collectible Components, Exploration, Horror, Novel-based","Action Points, Area Movement, Communication Limits, Cooperative Game, Deck Construction, Events, Hand Management, Map Deformation, Modular Board, Player Elimination, Push Your Luck, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Stat Check Resolution, Variable Player Powers",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
250,205896,Rising Sun,2018,https://cf.geekdo-images.com/iwevA6XmiNLHn1QnGUucqw__small/img/UNKv6MWzJUAwhhP7-ng6HoinRa8=/fit-in/200x150/filters:strip_icc()/pic3880340.jpg,3,5,90,120,14,7.75615,22876,1.60339,3.3,150,29042,"Bluffing, Fantasy, Mythology, Negotiation, Wargame","Action Drafting, Alliances, Area Majority / Influence, Area Movement, Auction: Sealed Bid, Betting and Bluffing, Closed Drafting, End Game Bonuses, Follow, Force Commitment, Negotiation, Set Collection, Simultaneous Action Selection, Take That, Variable Phase Order, Variable Player Powers, Variable Set-up",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
86,209010,Mechs vs. Minions,2016,https://cf.geekdo-images.com/n4J5LebMj0DQD016qW7ABw__small/img/Nbu-AYVIop-1yvVfs5zjKowtlEQ=/fit-in/200x150/filters:strip_icc()/pic3184103.jpg,2,4,60,120,14,7.95622,18171,1.35742,2.457,86,24961,"Fantasy, Fighting, Miniatures, Video Game Theme","Action Queue, Bias, Cooperative Game, Dice Rolling, Modular Board, Open Drafting, Programmed Movement, Role Playing, Variable Player Powers",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
278,209418,Dominion (Second Edition),2016,https://cf.geekdo-images.com/4dmyKfqQm_uxA1-chh4JeQ__small/img/Td5CxjO0ZTIbwHNhk2ETEy1qYyg=/fit-in/200x150/filters:strip_icc()/pic3187001.jpg,2,4,30,30,14,7.8252,12205,1.36973,2.1729,178,18653,"Card Game, Medieval","Deck, Bag, and Pool Building, Delayed Purchase, Hand Management, Open Drafting, Take That, Variable Set-up",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
74,216132,Clans of Caledonia,2017,https://cf.geekdo-images.com/SPuwc6RJ6y4PnTH36Pegsg__small/img/M_6Yxp0A_NbebWk3Mepinsm96WI=/fit-in/200x150/filters:strip_icc()/pic3511783.png,1,4,30,120,12,7.94103,22090,1.1908,3.4699,74,24040,"Economic, Farming","Commodity Speculation, Contracts, Hexagon Grid, Income, Market, Modular Board, Network and Route Building, Solo / Solitaire Game, Turn Order: Pass Order, Variable Player Powers",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
221,217372,The Quest for El Dorado,2017,https://cf.geekdo-images.com/b5VyYjNfAxJ4Z-Dx2UWlqg__small/img/TB_X7b0PIfykfnI12rm3bt6rnGY=/fit-in/200x150/filters:strip_icc()/pic7945692.jpg,2,4,30,60,10,7.7091,30966,1.09736,1.9425,121,50593,"Adventure, Exploration, Racing","Deck, Bag, and Pool Building, Delayed Purchase, Grid Movement, Hand Management, Hexagon Grid, Modular Board, Multi-Use Cards, Once-Per-Game Abilities, Open Drafting, Race, Resource to Move, Variable Set-up, Zone of Control",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
245,218417,Aeon's End: War Eternal,2017,https://cf.geekdo-images.com/H2st1bZH4O0FM46NhKMqyQ__small/img/UqZx4Zn9Td--__2bRSdCDsddi_s=/fit-in/200x150/filters:strip_icc()/pic3430893.jpg,1,4,60,60,14,8.23241,6503,1.28629,2.9157,145,14515,"Card Game, Fantasy, Fighting, Science Fiction","Cooperative Game, Deck, Bag, and Pool Building, Hand Management, Open Drafting, Variable Phase Order, Variable Player Powers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
13,220308,Gaia Project,2017,https://cf.geekdo-images.com/hGWFm3hbMlCDsfCsauOQ4g__small/img/NNG7Ijyx4evp5gcVReis9i0koas=/fit-in/200x150/filters:strip_icc()/pic5375625.png,1,4,60,150,12,8.3556,30402,1.41406,4.4019,13,37441,"Civilization, Economic, Science Fiction, Space Exploration, Territory Building","End Game Bonuses, Hexagon Grid, Income, Modular Board, Network and Route Building, Solo / Solitaire Game, Tags, Tech Trees / Tech Tracks, Turn Order: Pass Order, Variable Player Powers, Variable Set-up, Victory Points as a Resource",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
263,220877,Rajas of the Ganges,2017,https://cf.geekdo-images.com/hR5sxxqNY3gjvLwifaqRww__small/img/dPZ7zqlIVCt4xiWfISkpujiwKwk=/fit-in/200x150/filters:strip_icc()/pic3646165.jpg,2,4,45,75,12,7.7226,15641,1.13089,2.9022,163,20865,"Dice, Economic, Renaissance, Territory Building","Connections, Dice Rolling, Race, Tile Placement, Track Movement, Worker Placement, Worker Placement with Dice Workers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
70,221107,Pandemic Legacy: Season 2,2017,https://cf.geekdo-images.com/Qtkb-UTvHa0-kxt_MK1nKw__small/img/MfKsnJUTx9IQV-o12Fahxx5IaDQ=/fit-in/200x150/filters:strip_icc()/pic3763549.jpg,2,4,60,60,14,8.01748,18016,1.68704,3.242,70,34345,"Environmental, Exploration, Medical, Science Fiction","Action Points, Cooperative Game, Hand Management, Legacy Game, Pick-up and Deliver, Point to Point Movement, Scenario / Mission / Campaign Game, Set Collection, Tags, Trading, Variable Player Powers",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
1,224517,Brass: Birmingham,2018,https://cf.geekdo-images.com/x3zxjr-Vw5iU4yDPg70Jgw__small/img/o18rjEemoWaVru9Y2TyPwuIaRfE=/fit-in/200x150/filters:strip_icc()/pic3490053.jpg,2,4,60,120,14,8.57108,55281,1.42313,3.8669,1,78916,"Age of Reason, Economic, Industry / Manufacturing, Post-Napoleonic, Trains, Transportation","Chaining, End Game Bonuses, Hand Management, Income, Loans, Market, Multi-Use Cards, Network and Route Building, Ownership, Tags, Tech Trees / Tech Tracks, Tile Placement, Turn Order: Stat-Based, Variable Set-up",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
215,225694,Decrypto,2018,https://cf.geekdo-images.com/hHZWXnUTMYDd_KTAM6Jwlw__small/img/O5XHaPOALYquS058qcXWVm5b_k4=/fit-in/200x150/filters:strip_icc()/pic3759421.jpg,3,8,15,45,12,7.76534,26324,1.26842,1.8285,115,43558,"Deduction, Party Game, Spies / Secret Agents, Word Game","Communication Limits, Paper-and-Pencil, Targeted Clues, Team-Based Game",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
237,227935,Wonderland's War,2022,https://cf.geekdo-images.com/bUbrvlY6Dw1cdb-sNrnkew__small/img/Uy_FkD9PPC4Z_0a00fQHPrZPyno=/fit-in/200x150/filters:strip_icc()/pic5188761.jpg,2,5,45,125,13,8.04424,9781,1.41347,3.0464,137,15703,"Fantasy, Novel-based","Area Majority / Influence, Deck, Bag, and Pool Building, Dice Rolling, Open Drafting, Push Your Luck, Rondel, Variable Player Powers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
206,229853,Teotihuacan: City of Gods,2018,https://cf.geekdo-images.com/wW5xjgBJcFyLaEWZwrYuKA__small/img/MppmP7GtDAfKiB5LiAl-ZtPxOPE=/fit-in/200x150/filters:strip_icc()/pic4583626.jpg,1,4,90,120,14,7.84007,21660,1.30841,3.7783,106,28393,"Ancient, City Building, Economic","Area Movement, End Game Bonuses, Events, Grid Coverage, Layering, Ownership, Rondel, Score-and-Reset Game, Set Collection, Solo / Solitaire Game, Square Grid, Tile Placement, Track Movement, Variable Set-up, Victory Points as a Resource, Worker Placement with Dice Workers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
92,230802,Azul,2017,https://cf.geekdo-images.com/aPSHJO0d0XOpQR5X-wJonw__small/img/ccsXKrdGJw-YSClWwzVUwk5Nh9Y=/fit-in/200x150/filters:strip_icc()/pic6973671.png,2,4,30,45,8,7.72104,104021,1.16735,1.7743,92,173777,"Abstract Strategy, Renaissance","Chaining, End Game Bonuses, Grid Coverage, Open Drafting, Pattern Building, Set Collection, Square Grid, Tile Placement, Turn Order: Claim Action",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
67,231733,Obsession,2018,https://cf.geekdo-images.com/sy89BiuZXfbSnG7Cag9tBQ__small/img/eTnMwfCC2jCGDPXC08SIaMXNOTM=/fit-in/200x150/filters:strip_icc()/pic5902073.png,1,4,30,90,14,8.08233,16748,1.34554,3.1059,67,23830,Post-Napoleonic,"Action Retrieval, Deck, Bag, and Pool Building, Hand Management, Open Drafting, Solo / Solitaire Game",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
6,233078,Twilight Imperium: Fourth Edition,2017,https://cf.geekdo-images.com/_Ppn5lssO5OaildSE-FgFA__small/img/lfEukJE0JsoZZObaF9K9YnFp62E=/fit-in/200x150/filters:strip_icc()/pic3727516.jpg,3,6,240,480,14,8.56869,27300,1.64146,4.3455,6,32549,"Civilization, Economic, Exploration, Negotiation, Political, Science Fiction, Space Exploration, Territory Building, Wargame","Action Drafting, Area-Impulse, Dice Rolling, Follow, Grid Movement, Hexagon Grid, Increase Value of Unchosen Resources, King of the Hill, Modular Board, Movement Points, Race, Tech Trees / Tech Tracks, Trading, Variable Phase Order, Variable Player Powers, Variable Set-up, Voting",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
257,233371,Clank! In! Space!: A Deck-Building Adventure,2017,https://cf.geekdo-images.com/haDQw7X8Z0VOItfow9eDtg__small/img/mn9ypbuCR2pwOSvor46QRXgVImM=/fit-in/200x150/filters:strip_icc()/pic3720843.jpg,2,4,45,90,12,7.76567,15756,1.21015,2.5799,157,22919,Science Fiction,"Deck, Bag, and Pool Building, Delayed Purchase, Modular Board, Open Drafting, Player Elimination, Point to Point Movement, Push Your Luck",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
295,233398,Endeavor: Age of Sail,2018,https://cf.geekdo-images.com/YXYqQZ05gC9kNlgX7cbR8g__small/img/tnCicYCs55D8rwF0RKFaBdXjb44=/fit-in/200x150/filters:strip_icc()/pic3913274.jpg,2,5,60,90,13,7.85344,10183,1.16965,2.8497,195,12801,"Exploration, Nautical, Renaissance","Area Majority / Influence, Open Drafting, Point to Point Movement, Set Collection, Tech Trees / Tech Tracks",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
272,235802,Too Many Bones: Undertow,2018,https://cf.geekdo-images.com/AGN1PRSFmhdUyoTjd-qw8A__small/img/URQtgQ1R2OlxDZ4FjxEi33KodYg=/fit-in/200x150/filters:strip_icc()/pic3752850.jpg,1,2,60,180,12,8.65694,3858,1.33283,4.0365,172,10399,"Adventure, Dice, Fantasy, Fighting","Cooperative Game, Deck, Bag, and Pool Building, Dice Rolling, Die Icon Resolution, Minimap Resolution, Role Playing, Solo / Solitaire Game, Stat Check Resolution, Tech Trees / Tech Tracks, Turn Order: Role Order, Variable Player Powers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
224,236457,Architects of the West Kingdom,2018,https://cf.geekdo-images.com/OAX7HfOz-9N60StgADzd0g__small/img/sBMaoJ-Kz74lJ6djcl-NNMTr0Wo=/fit-in/200x150/filters:strip_icc()/pic3781944.png,1,5,60,80,12,7.71197,31868,1.18563,2.7579,124,43638,"City Building, Economic, Medieval","Area Movement, Contracts, End Game Bonuses, Events, Kill Steal, Loans, Open Drafting, Solo / Solitaire Game, Static Capture, Tags, Take That, Track Movement, Variable Player Powers, Variable Set-up, Worker Placement",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
33,237182,Root,2018,https://cf.geekdo-images.com/JUAUWaVUzeBgzirhZNmHHw__small/img/ACovMZzGGIsBRyEQXFnsT8282NM=/fit-in/200x150/filters:strip_icc()/pic4254509.jpg,2,4,60,90,14,8.0687,61095,1.48295,3.8358,33,95920,"Animals, Fantasy, Negotiation, Territory Building, Wargame","Action Points, Action Queue, Action Retrieval, Area Majority / Influence, Area Movement, Dice Rolling, Hand Management, Multi-Use Cards, Negotiation, Point to Point Movement, Race, Sudden Death Ending, Take That, Variable Player Powers, Variable Set-up",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
77,240980,Blood on the Clocktower,2022,https://cf.geekdo-images.com/HINb2nkFn5IiZxAlzQIs4g__small/img/cRCX-PIROiSFG5aLvwkn2O7tHsg=/fit-in/200x150/filters:strip_icc()/pic7009391.jpg,6,21,30,120,15,8.3615,9866,1.90607,3.0525,77,9732,"Bluffing, Deduction, Murder / Mystery, Party Game","Betting and Bluffing, Deduction, Hidden Roles, Negotiation, Player Elimination, Prisoner's Dilemma, Rock-Paper-Scissors, Roles with Asymmetric Information, Team-Based Game, Traitor Game, Variable Player Powers, Voting",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
75,244521,Quacks,2018,https://cf.geekdo-images.com/B1bLRWzTASZ-xx9NoAE79A__small/img/deG3pr-ORZ3JrGvQA-oQNrwh0l0=/fit-in/200x150/filters:strip_icc()/pic8780293.png,2,4,45,45,10,7.80581,56901,1.25063,1.9425,75,89994,"Fantasy, Medieval","Catch the Leader, Deck, Bag, and Pool Building, Delayed Purchase, Dice Rolling, Die Icon Resolution, Events, Neighbor Scope, Push Your Luck, Score-and-Reset Game, Simultaneous Action Selection, Track Movement, Variable Set-up",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
296,244522,That's Pretty Clever!,2018,https://cf.geekdo-images.com/u1EZSUC5n8k4g4OFPkn3ow__small/img/mOfaidSnvnq2gHEQuAsYTLyIQQQ=/fit-in/200x150/filters:strip_icc()/pic8014078.jpg,1,4,30,30,8,7.55616,27125,1.13297,1.8549,196,44913,"Dice, Number","Dice Rolling, Paper-and-Pencil, Re-rolling and Locking, Solo / Solitaire Game",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
19,246900,Eclipse: Second Dawn for the Galaxy,2020,https://cf.geekdo-images.com/Oh3kHw6lweg6ru71Q16h2Q__small/img/e9XZdQe1ZcPpaq4Gy31OoWBB_V0=/fit-in/200x150/filters:strip_icc()/pic5235277.jpg,2,6,60,200,14,8.40336,16540,1.38976,3.6558,19,21151,"Civilization, Exploration, Science Fiction, Space Exploration, Territory Building, Wargame","Alliances, Area Majority / Influence, Area-Impulse, Dice Rolling, Grid Movement, Hexagon Grid, Hidden Victory Points, Hot Potato, Income, Modular Board, Passed Action Token, Tech Trees / Tech Tracks, Variable Player Powers",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
50,247763,Underwater Cities,2018,https://cf.geekdo-images.com/PwOwTVHovJAUQgghnGqCOg__small/img/1gGYiRBx7W4wyLy826EHGTdjsKA=/fit-in/200x150/filters:strip_icc()/pic4837710.png,1,4,80,150,12,8.04284,22234,1.20409,3.5793,50,29108,"Card Game, City Building, Industry / Manufacturing, Nautical, Science Fiction","End Game Bonuses, Hand Management, Income, Network and Route Building, Solo / Solitaire Game, Turn Order: Claim Action, Turn Order: Stat-Based, Worker Placement",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
281,249259,War Chest,2018,https://cf.geekdo-images.com/BryJNSSDbCohXeaJPx3tpw__small/img/5fmJlAM307xX3zozMnStTuWYphI=/fit-in/200x150/filters:strip_icc()/pic4232048.png,2,4,30,30,14,7.82649,11963,1.37313,2.3179,181,17586,"Abstract Strategy, Medieval, Wargame","Area Majority / Influence, Deck, Bag, and Pool Building, Delayed Purchase, Grid Movement, Hand Management, Hexagon Grid, Team-Based Game, Turn Order: Claim Action, Variable Player Powers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
39,251247,Barrage,2019,https://cf.geekdo-images.com/jEPmWvvYpqkWrKOzqIHFsg__small/img/kMLIpeqA6UcUvQg2AdMwwQoEIfU=/fit-in/200x150/filters:strip_icc()/pic4336469.png,1,4,90,180,14,8.14052,20780,1.44078,4.114,39,25307,"Economic, Environmental, Industry / Manufacturing","Contracts, End Game Bonuses, Income, Network and Route Building, Ownership, Solo / Solitaire Game, Turn Order: Stat-Based, Variable Player Powers, Variable Set-up, Worker Placement",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
63,251661,Oathsworn: Into the Deepwood,2022,https://cf.geekdo-images.com/dezQ4YjF03lZVxTdI-UJYw__small/img/ddtxNyNC1fPEi5M-uc-dQyNovws=/fit-in/200x150/filters:strip_icc()/pic6863204.jpg,1,4,30,90,14,8.79732,6430,1.53301,3.692,63,12364,"Adventure, Card Game, Dice, Exploration, Fantasy, Fighting, Miniatures, Mythology, Puzzle","Action Points, Card Play Conflict Resolution, Cooperative Game, Deck, Bag, and Pool Building, Dice Rolling, Hand Management, Hexagon Grid, Modular Board, Pattern Recognition, Push Your Luck, Role Playing, Scenario / Mission / Campaign Game, Storytelling, Variable Player Powers",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
52,253344,Cthulhu: Death May Die,2019,https://cf.geekdo-images.com/e8D09pfFsUsoX1D81EeoZg__small/img/j03wBmZg1Kp5QaaIu9p-O8XRqeU=/fit-in/200x150/filters:strip_icc()/pic4705171.jpg,1,5,90,120,14,8.18303,16015,1.39498,2.4947,52,26931,"Fantasy, Fighting, Horror, Miniatures, Novel-based","Action Points, Area Movement, Cooperative Game, Dice Rolling, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Player Powers",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
254,254640,Just One,2018,https://cf.geekdo-images.com/74haNunMBn85beBi-yIKwA__small/img/feIV-gqMeza43ycvxh6PGx4lA_w=/fit-in/200x150/filters:strip_icc()/pic8669313.png,3,7,20,60,8,7.59801,33294,1.20614,1.0355,154,57197,"Deduction, Party Game, Word Game","Communication Limits, Cooperative Game, Deduction, Score-and-Reset Game",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
68,255984,Sleeping Gods,2021,https://cf.geekdo-images.com/Zdt8l4oTBpFICsMyNof7Jg__small/img/71w4Tt3xOnuDEDTCG8ni63QUhVE=/fit-in/200x150/filters:strip_icc()/pic5975244.png,1,4,60,120,13,8.11433,15151,1.47708,3.2608,68,34253,"Adventure, Exploration, Fantasy, Fighting, Nautical","Action Points, Cooperative Game, Events, Hand Management, Narrative Choice / Paragraph, Push Your Luck, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Storytelling",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
204,256916,Concordia Venus,2018,https://cf.geekdo-images.com/36WIe0ZHkp5OvHOlB-8vog__small/img/C7u2bDi9kOoLkLoYHJ_jr0A928A=/fit-in/200x150/filters:strip_icc()/pic4356580.jpg,2,6,60,120,12,8.2592,7248,1.19465,3.0141,104,12064,"Ancient, Economic","Action Retrieval, Advantage Token, Auction: Dutch, Communication Limits, Deck, Bag, and Pool Building, Hand Management, Investment, Movement Points, Network and Route Building, Open Drafting, Point to Point Movement, Set Collection, Team-Based Game, Variable Set-up",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
51,256960,Pax Pamir: Second Edition,2019,https://cf.geekdo-images.com/oSM_AuKYfGIwOtKbVEsoVg__small/img/NyoufH5YBFCh1rKy4uy76bR4ITk=/fit-in/200x150/filters:strip_icc()/pic4503733.png,1,5,45,120,13,8.13102,16856,1.53959,3.8489,51,23764,"Economic, Educational, Negotiation, Political, Post-Napoleonic, Spies / Secret Agents","Action Points, Area Majority / Influence, Area Movement, Auction: Dutch, Bribery, Hand Management, Increase Value of Unchosen Resources, Negotiation, Open Drafting, Score-and-Reset Game, Simulation, Solo / Solitaire Game, Tags, Take That",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
271,258779,Planet Unknown,2022,https://cf.geekdo-images.com/3HkjDovk8Yr2wMumcSUGog__small/img/4pF1oDpvn1VR3rbvW88xLK86xmA=/fit-in/200x150/filters:strip_icc()/pic4843622.jpg,1,6,60,80,10,7.7669,12986,1.15732,2.2492,171,19022,"City Building, Industry / Manufacturing, Puzzle, Science Fiction, Space Exploration, Territory Building","End Game Bonuses, Events, Grid Coverage, Grid Movement, Hidden Victory Points, Map Addition, Neighbor Scope, Network and Route Building, Open Drafting, Pattern Building, Rondel, Simultaneous Action Selection, Solo / Solitaire Game, Square Grid, Sudden Death Ending, Tags, Tech Trees / Tech Tracks, Tile Placement, Turn Order: Progressive, Variable Player Powers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
274,262712,Res Arcana,2019,https://cf.geekdo-images.com/gcALy45JfcjyKUn6T3mBIQ__small/img/5cPMxq_X6VIO8l2t1_6H7C_KqrU=/fit-in/200x150/filters:strip_icc()/pic4422847.jpg,2,4,30,60,12,7.61947,25005,1.37151,2.6535,174,33909,"Card Game, Fantasy","Hand Management, Income, Multi-Use Cards, Open Drafting, Race, Score-and-Reset Game, Take That, Turn Order: Pass Order, Variable Player Powers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
276,263918,Cartographers,2019,https://cf.geekdo-images.com/GifbnAmsA4lfEcDkeaC9VA__small/img/TTxZzwbna07hMcPQ0xaFtT10egE=/fit-in/200x150/filters:strip_icc()/pic4397932.png,1,100,30,45,10,7.56156,34718,1.16617,1.8865,176,59944,"Fantasy, Territory Building","Bingo, Enclosure, End Game Bonuses, Grid Coverage, Paper-and-Pencil, Pattern Building, Simultaneous Action Selection, Solo / Solitaire Game, Square Grid, Take That, Variable Set-up",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
230,264220,Tainted Grail: The Fall of Avalon,2019,https://cf.geekdo-images.com/aAwBzPzta4joKfFZt05hCw__small/img/zvV21ZaydrMSEbbYSNXcmw3WmfY=/fit-in/200x150/filters:strip_icc()/pic4385726.jpg,1,4,60,120,14,8.03805,13735,1.76485,3.368,130,27508,"Adventure, Exploration, Fantasy, Mature / Adult, Medieval, Mythology, Travel","Area Movement, Campaign / Battle Card Driven, Cooperative Game, Deck, Bag, and Pool Building, Dice Rolling, Hand Management, Map Addition, Modular Board, Narrative Choice / Paragraph, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Storytelling, Variable Player Powers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
294,265188,Glen More II: Chronicles,2019,https://cf.geekdo-images.com/sMRuph3HFUcaSpJZihGZKw__small/img/UHuDcnjAwCiXbNfjuY26-EEnG2M=/fit-in/200x150/filters:strip_icc()/pic5841874.jpg,2,4,90,120,12,7.87054,9238,1.14106,3.0031,194,14813,"City Building, Economic, Farming, Territory Building","Commodity Speculation, Grid Movement, Market, Set Collection, Tile Placement, Turn Order: Time Track",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
38,266192,Wingspan,2019,https://cf.geekdo-images.com/yLZJCVLlIx4c7eJEWUNJ7w__small/img/VNToqgS2-pOGU6MuvIkMPKn_y-s=/fit-in/200x150/filters:strip_icc()/pic4458123.jpg,1,5,40,70,10,8.00703,108236,1.37162,2.4749,38,171420,"Animals, Card Game, Educational","Action Queue, Dice Rolling, End Game Bonuses, Hand Management, Once-Per-Game Abilities, Open Drafting, Set Collection, Solo / Solitaire Game, Turn Order: Progressive",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
25,266507,Clank! Legacy: Acquisitions Incorporated,2019,https://cf.geekdo-images.com/hc2NDafu5c24iLJh_IZmyg__small/img/8TA1Gn7jERN4yhtXD-xBCGk-QfM=/fit-in/200x150/filters:strip_icc()/pic4885780.png,2,4,90,120,13,8.50684,10931,1.43906,2.7375,25,18768,"Adventure, Fantasy","Deck, Bag, and Pool Building, Delayed Purchase, End Game Bonuses, Events, Legacy Game, Map Addition, Movement Points, Narrative Choice / Paragraph, Once-Per-Game Abilities, Open Drafting, Pick-up and Deliver, Player Elimination, Point to Point Movement, Push Your Luck, Scenario / Mission / Campaign Game, Set Collection, Variable Player Powers, Variable Set-up",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
268,266524,PARKS,2019,https://cf.geekdo-images.com/mF2cSNRk2O6HtE45Sl9TcA__small/img/K2AgL-KE_CTcvwahWd7zlt9YR0U=/fit-in/200x150/filters:strip_icc()/pic4852372.jpg,1,5,30,60,10,7.62849,29724,1.22408,2.1193,168,52238,"Animals, Economic, Environmental, Travel","Contracts, End Game Bonuses, Events, Modular Board, Solo / Solitaire Game, Track Movement, Turn Order: Claim Action, Variable Set-up, Worker Placement",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
78,266810,Paladins of the West Kingdom,2019,https://cf.geekdo-images.com/4nhokcLdYoo6ulbZ1rmGgA__small/img/1gEbke_bKTA6D2jjpPm1HowGGHM=/fit-in/200x150/filters:strip_icc()/pic4462987.png,1,4,90,120,12,7.9595,19950,1.24829,3.7143,78,32086,Medieval,"End Game Bonuses, Market, Open Drafting, Solo / Solitaire Game, Worker Placement, Worker Placement, Different Worker Types",2025-12-04 13:09:27.958932,2025-12-04 13:17:23.389645
277,268864,Undaunted: Normandy,2019,https://cf.geekdo-images.com/iCd6hMGDzsQ_UXh00iKsJA__small/img/QbOlBm7DZGP2ZBnGZ-YaD-py-UQ=/fit-in/200x150/filters:strip_icc()/pic4602347.jpg,2,2,45,60,14,7.77263,13715,1.22609,2.2659,177,25794,"Wargame, World War II","Deck, Bag, and Pool Building, Dice Rolling, Hand Management, Modular Board, Open Drafting, Scenario / Mission / Campaign Game, Simulation",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
239,269385,The Lord of the Rings: Journeys in Middle-Earth,2019,https://cf.geekdo-images.com/1XA2-niwTBa0HEB7hOz3Dw__small/img/iMrsSq7nICZjz1DBXkefq-8E9Js=/fit-in/200x150/filters:strip_icc()/pic4530974.jpg,1,5,60,120,14,7.89622,18004,1.5146,2.6932,139,32538,"Adventure, Exploration, Fantasy, Fighting, Novel-based","Action Points, Area Movement, Campaign / Battle Card Driven, Cooperative Game, Deck, Bag, and Pool Building, Map Addition, Modular Board, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Stat Check Resolution, Variable Player Powers",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
223,271055,Dwellings of Eldervale,2020,https://cf.geekdo-images.com/qJQXn0kvzvHBKWzSQN7vpw__small/img/nyFpcKV3cBOVO1pEImnBYLc_BRE=/fit-in/200x150/filters:strip_icc()/pic4742944.jpg,1,5,60,150,14,8.11983,9048,1.47764,3.244,123,12180,"Economic, Fantasy, Fighting","Action Retrieval, Dice Rolling, Hand Management, Modular Board, Solo / Solitaire Game, Variable Player Powers, Worker Placement, Worker Placement, Different Worker Types",2025-12-04 13:17:23.389645,2025-12-04 13:17:23.389645
